,ts_code,exchange,business_scope
54,605168.SH,SSE,一般项目：广告设计、代理；广告制作；广告发布(非广播电台、电视台、报刊出版单位)；平面设计；信息咨询服务(不含许可类信息咨询服务)；企业形象策划；市场调查；会议及展览服务；项目策划与公关服务；组织文化艺术交流活动；电子产品销售；通讯设备销售；计算机软硬件及辅助设备零售；计算机软硬件及外围设备制造；计算机及通讯设备租赁；信息系统集成服务；计算机系统服务；信息系统运行维护服务；机械设备租赁；教学专用仪器销售；教学用模型及教具销售；家具销售。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：第二类增值电信业务；演出经纪。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。
55,603353.SH,SSE,不带有储存设施经营汽油、柴油[闭杯闪点≤60℃]、溶剂油[闭杯闪点≤60℃](按许可证核定的期限和范围从事经营)；带有储存设施经营汽油、柴油(限分支机构凭许可证经营)；便利店零售；销售预包装食品、散装食品、乳制品(不含婴幼儿配方乳粉)、宠物系列食品及日用品、营养和保健食品、日用百货、家用电器及电子产品、国产酒类、进口酒类、燃料油、润滑油、石脑油(以上非成品油)、化工原料及产品(不含危险及监控化学品)；餐饮服务；卷烟、雪茄烟零售(分支机构经营)；汽车加气站经营；汽车美容、洗车、保养以及配件销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
56,300937.SZ,SZSE,批发药品、预包装食品；销售医疗器械；(以上项目经营项目与期限以许可证为准)。(以下项目不含前置许可项目，后置许可项目凭许可证或审批文件经营)商品批发与零售；商务服务业；仓储业；装卸服务；道路货物运输。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
57,603001.SH,SSE,鞋及制鞋材料、皮具、服装的研发、生产、销售；制鞋工艺的技术咨询与技术服务，经营进出口业务；仓储服务(除危险品)、售后服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
58,603955.SH,SSE,生态环境综合治理，土壤污染治理与修复，水土保持，水环境治理，大气污染治理及相关技术的开发、咨询服务；风景园林工程规划、设计、施工和技术服务，城乡规划编制，旅游规划设计，园林绿化施工，园林古建筑工程；市政工程设计及施工；建筑工程设计及施工；水利水电工程、公路、桥梁工程、水电安装工程、照明工程、室内外装饰工程、环保工程、地质灾害治理工程的施工；生态环保产品的技术开发；雕塑、盆景的制作、销售；苗木生产、销售；旅游基础设施项目开发、投资、建设、运营；酒店、餐饮的管理服务。
59,002766.SZ,SZSE,汽车用收录(放)音机、车载CD、车载VCD、车载DVD(含GPS)液晶显示屏一体机、车载智能终端、自动驾驶产品、新能源汽车产品、云计算和物联网系统产品的研发、生产和销售；国内商业、物资供销业，货物及技术进出口；技术开发、咨询；投资兴办实业。(以上均不含法律、行政法规、国务院决定禁止及规定需前置审批项目)。
60,002802.SZ,SZSE,氯乙烯—醋酸乙烯共聚树脂和氯乙烯共聚乳液的研发、技术咨询、技术服务、技术转让、制造与销售；塑料制品的研发、技术咨询、技术服务、技术转让与销售；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法需经批准的项目，经相关部门批准后方可开展经营活动)
61,600936.SH,SSE,广播电视网络的设计、建设、改造、经营、维护、管理、多功能开发及技术服务；广播电视节目和网络信息传输服务；广播电视设备、电子设备、信息设备、教学设备、幼教设备、机电设备的购销、租赁；服务器托管服务；计算机信息系统集成壹级；计算机技术开发、技术咨询、信息咨询与系统维护；计算机软硬件及辅助设备的销售、安装、设计与施工；网络综合布线；安防工程壹级；出版物(含电子出版物)、办公设备、通讯器材、数码产品、家用电器、教学仪器、实验室设备的销售;文化活动服务；会务会展服务；文体用品的销售；对文化产业的投资；丙酮、高锰酸钾、硝酸、硫酸、盐酸(公司只进行纸面批发办公业务(票据往来)，经营场所不储存危险化学品)；Ⅰ类医疗器械；第二类增值电信业务中的信息服务业务；影视节目制作。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
62,300586.SZ,SZSE,生产、加工：色母粒、塑胶聚合物、塑料改性、塑料合金、塑料、助剂、颜料、钛白粉混拼(危险化学品除外)(另一生产地址为汕头市护堤路月浦深潭工业区护堤路288号)；销售：化工原料(危险化学品除外)；非织造布(无纺布)、塑料制品的生产、销售；物流仓储；普通货运(道路运输经营许可证有效期至2021年9月30日)；货物进出口、技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
63,300572.SZ,SZSE,一般经营项目是：智慧物联网设备与软件的研发、销售及技术服务；智能交通技术咨询设计、销售与集成服务；车联网系统研发与技术服务；互联网、云计算软件与平台系统的技术服务；计算机软、硬件的开发、销售及相关信息咨询；信息系统集成服务；电子设备工程、电子自动化工程及智能化系统工程的设计、安装及维护；安全技术防范系统设计、施工、维修；检测设备的维修；信息咨询(不含限制项目)；国内贸易(不含专营、专卖、专控商品)；经营进出口业务；场地租赁、房屋租赁、物业管理；汽车销售。(以上项目法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)，许可经营项目是：机动车检测系统及设备、机动车驾驶人考试系统及设备、机动车排放污染物遥感遥测系统及设备、环保测试系统及设备的研制、生产和销售；机动车检测行业联网监管系统、机动车排放污染物实时监控系统的研制、生产、销售、系统集成和运营管理；环境监测仪器仪表、空气污染治理相关产品的研制、生产和销售；经营增值电信业务。
64,300217.SZ,SZSE,电加热元件、电加热管(器)、PTC电加热器、铝箔加热器、化霜加热器、防爆加热器、电加热带(线)、电伴热带及电加热材料、电热电器、电加热系统的研发、制造、销售、技术转让和服务；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的出口业务(国家限定企业经营或禁止进出口的商品及技术除外)；道路普通货物运输。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
